asset_tag,serial_number,site,business_service,owner_team,lifecycle_state,vendor,model,category,purchase_date,installed_date,warranty_end
LON-DC1-STO-0151,SRL-68F8715D,LON-DC1,Email & Collaboration,Cloud Ops,Retiring,Dell,PowerStore 500,Storage,2023-01-20,2023-02-06,2026-01-20
SFO-DC2-FIR-0152,SRL-A798FE26,SFO-DC2,Security Monitoring,Data Center Ops,Lab,Fortinet,FortiGate 100E,Firewall,2020-01-06,2020-01-06,2025-01-06
DAL-DC2-SWI-0153,SRL-2FCD0B2C,DAL-DC2,ERP Core,Security Team,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2016-12-17,2017-01-24,2020-12-17
DAL-DC2-FIR-0154,SRL-7E92DD16,DAL-DC2,Voice Core,Infra Ops,Spare,Palo Alto Networks,PA-3220,Firewall,2019-12-11,2020-02-05,2024-12-11
NYC-HQ-STO-0155,SRL-6ECBAB9E,NYC-HQ,Online Payments,Security Team,Spare,Dell,PowerStore 500,Storage,2015-11-03,2015-12-17,2019-11-03
DAL-DC2-SWI-0156,SRL-CF39B880,DAL-DC2,Voice Core,Cloud Ops,Decommission Planned,Arista,7050X3-48C,Switch,2019-04-25,2019-06-12,2022-04-25
MEL-DR-STO-0157,SRL-C3916C16,MEL-DR,Email & Collaboration,Network Team,Lab,NetApp,FAS2750,Storage,2022-09-22,2022-10-13,2025-09-22
LON-DC1-SWI-0158,SRL-27293AF3,LON-DC1,Email & Collaboration,Cloud Ops,In Service,Cisco,Catalyst 9300-48P,Switch,2018-05-07,2018-05-06,2022-05-07
SGP-EDGE-SER-0159,SRL-E8F03238,SGP-EDGE,IoT Gateway,Network Team,In Service,Lenovo,ThinkSystem SR650,Server,2021-03-05,2021-04-05,2026-03-05
LON-DC1-FIR-0160,SRL-3FBD85D1,LON-DC1,Manufacturing SCADA,Cloud Ops,RMA Pending,Palo Alto Networks,PA-3220,Firewall,2016-07-28,2016-07-15,2020-07-28
SYD-DC1-STO-0161,SRL-4F661CF2,SYD-DC1,Voice Core,Network Team,Lab,NetApp,FAS2750,Storage,2021-10-13,2021-12-16,2025-10-13
NYC-HQ-SER-0162,SRL-76C1F02B,NYC-HQ,Email & Collaboration,Network Team,Lab,HPE,ProLiant DL380 Gen10,Server,2022-12-12,2022-12-05,2026-12-12
NYC-HQ-FIR-0163,SRL-B0C47C0F,NYC-HQ,Analytics Platform,Platform Engineering,Retiring,Palo Alto Networks,PA-5220,Firewall,2023-02-13,2023-03-04,2028-02-13
MEL-DR-SWI-0164,SRL-8C8EED04,MEL-DR,Analytics Platform,Infra Ops,Spare,Cisco,Catalyst 9606R,Switch,2023-11-04,2024-01-21,2028-11-04
LON-DC1-SER-0165,SRL-8BC4526B,LON-DC1,IoT Gateway,Infra Ops,RMA Pending,Dell,PowerEdge R650,Server,2018-02-05,2018-03-17,2021-02-05
SFO-DC2-SWI-0166,SRL-6F05AD7C,SFO-DC2,Retail POS,Security Team,RMA Pending,Cisco,Catalyst 9606R,Switch,2017-11-16,2018-01-25,2022-11-16
TOR-DC1-STO-0167,SRL-E9034C64,TOR-DC1,Voice Core,Data Center Ops,Retiring,Dell,PowerStore 500,Storage,2020-11-11,2020-11-12,2024-11-11
NYC-HQ-FIR-0168,SRL-43BED790,NYC-HQ,Voice Core,Platform Engineering,RMA Pending,Fortinet,FortiGate 200F,Firewall,2019-10-02,2019-11-27,2024-10-02
NYC-HQ-SWI-0169,SRL-6B050119,NYC-HQ,Security Monitoring,Platform Engineering,Decommission Planned,Cisco,Nexus 93180YC-FX3,Switch,2015-06-27,2015-07-15,2018-06-27
NYC-HQ-FIR-0170,SRL-FB26669E,NYC-HQ,Retail POS,Cloud Ops,Retiring,Palo Alto Networks,PA-5220,Firewall,2022-10-18,2022-10-05,2026-10-18
TOR-DC1-SER-0171,SRL-35B58DC0,TOR-DC1,Analytics Platform,Infra Ops,Retiring,Lenovo,ThinkSystem SR650,Server,2023-03-02,2023-05-09,2026-03-02
MEL-DR-SER-0172,SRL-A552ECB9,MEL-DR,ERP Core,Cloud Ops,RMA Pending,HPE,ProLiant DL380 Gen10,Server,2015-04-23,2015-06-01,2019-04-23
FRA-DC3-FIR-0173,SRL-FEA95D4D,FRA-DC3,Manufacturing SCADA,Cloud Ops,Spare,Palo Alto Networks,PA-3220,Firewall,2020-05-13,2020-07-15,2024-05-13
TOR-DC1-FIR-0174,SRL-08A441B8,TOR-DC1,Online Payments,Data Center Ops,RMA Pending,Fortinet,FortiGate 100E,Firewall,2016-06-04,2016-08-25,2021-06-04
DAL-DC2-STO-0175,SRL-C73A007E,DAL-DC2,Security Monitoring,Infra Ops,RMA Pending,Dell,PowerStore 500,Storage,2017-06-03,2017-08-27,2022-06-03
SFO-DC2-FIR-0176,SRL-E838ECF9,SFO-DC2,IoT Gateway,Infra Ops,RMA Pending,Palo Alto Networks,PA-5220,Firewall,2017-10-23,2017-10-15,2021-10-23
FRA-DC3-SER-0177,SRL-89BD9181,FRA-DC3,Email & Collaboration,Data Center Ops,Lab,Dell,PowerEdge R650,Server,2023-02-21,2023-04-25,2028-02-21
MEL-DR-SER-0178,SRL-662D4E03,MEL-DR,Online Payments,Infra Ops,Lab,HPE,ProLiant DL380 Gen10,Server,2018-06-25,2018-08-09,2021-06-25
LON-DC1-FIR-0179,SRL-7145984A,LON-DC1,Customer Portal,Security Team,In Service,Fortinet,FortiGate 200F,Firewall,2016-09-25,2016-11-16,2021-09-25
FRA-DC3-STO-0180,SRL-39A4EE26,FRA-DC3,Online Payments,Data Center Ops,Lab,Dell,PowerStore 500,Storage,2017-10-13,2017-10-14,2020-10-13
SFO-DC2-SWI-0181,SRL-20ECBB80,SFO-DC2,Retail POS,Security Team,RMA Pending,Arista,7280R3-48YC6,Switch,2015-07-12,2015-08-22,2019-07-12
TOR-DC1-SWI-0182,SRL-8D1DEBF8,TOR-DC1,Security Monitoring,Data Center Ops,Decommission Planned,Juniper,QFX5120-48Y,Switch,2023-04-10,2023-06-20,2026-04-10
MEL-DR-FIR-0183,SRL-92C84F9E,MEL-DR,Retail POS,Platform Engineering,Decommission Planned,Fortinet,FortiGate 200F,Firewall,2021-09-17,2021-11-20,2024-09-17
LON-DC1-SWI-0184,SRL-55385349,LON-DC1,Retail POS,Security Team,Lab,Cisco,Nexus 93180YC-FX3,Switch,2022-06-18,2022-06-13,2027-06-18
FRA-DC3-SER-0185,SRL-275A4690,FRA-DC3,ERP Core,Infra Ops,In Service,HPE,ProLiant DL380 Gen10,Server,2019-08-17,2019-08-17,2023-08-17
NYC-HQ-SWI-0186,SRL-55CE2EC5,NYC-HQ,Analytics Platform,Platform Engineering,Lab,Cisco,Catalyst 9300-48P,Switch,2021-01-13,2021-03-27,2025-01-13
LON-DC1-SWI-0187,SRL-3EAE1D8F,LON-DC1,Email & Collaboration,Network Team,Lab,Juniper,QFX5120-48Y,Switch,2015-06-04,2015-07-26,2018-06-04
SFO-DC2-SER-0188,SRL-93D7A911,SFO-DC2,Online Payments,Infra Ops,Decommission Planned,Dell,PowerEdge R650,Server,2022-08-20,2022-08-02,2025-08-20
SYD-DC1-STO-0189,SRL-7B26DD6F,SYD-DC1,Security Monitoring,Security Team,Spare,NetApp,AFF A400,Storage,2023-07-04,2023-08-20,2026-07-04
SGP-EDGE-SWI-0190,SRL-03AD8B8F,SGP-EDGE,ERP Core,Network Team,Spare,Arista,7050X3-48C,Switch,2022-02-04,2022-04-17,2027-02-04
FRA-DC3-STO-0191,SRL-0817CB04,FRA-DC3,Online Payments,Data Center Ops,Retiring,NetApp,FAS2750,Storage,2018-12-05,2019-01-22,2022-12-05
SYD-DC1-STO-0192,SRL-1C2DCF57,SYD-DC1,Retail POS,Infra Ops,Spare,NetApp,FAS2750,Storage,2021-03-22,2021-03-14,2026-03-22
MEL-DR-SER-0193,SRL-E505E26D,MEL-DR,ERP Core,Cloud Ops,Retiring,Supermicro,SYS-220U-TNR,Server,2023-09-01,2023-10-02,2027-09-01
SYD-DC1-SWI-0194,SRL-D8E9178D,SYD-DC1,Email & Collaboration,Infra Ops,Lab,Cisco,Catalyst 9300-48P,Switch,2020-02-12,2020-03-22,2025-02-12
NYC-HQ-SER-0195,SRL-A35DD6AF,NYC-HQ,Retail POS,Data Center Ops,Lab,Dell,PowerEdge R650,Server,2015-06-18,2015-07-13,2020-06-18
SFO-DC2-SER-0196,SRL-63F5F193,SFO-DC2,Voice Core,Data Center Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2017-02-23,2017-04-03,2020-02-23
SGP-EDGE-SWI-0197,SRL-BE183287,SGP-EDGE,Analytics Platform,Network Team,Spare,Cisco,Nexus 93180YC-FX3,Switch,2020-05-17,2020-07-17,2025-05-17
AMS-HQ-SWI-0198,SRL-C8C977A4,AMS-HQ,Security Monitoring,Network Team,RMA Pending,HPE,Aruba 8400,Switch,2019-06-28,2019-06-16,2024-06-28
MEL-DR-SWI-0199,SRL-2C3F78C0,MEL-DR,Security Monitoring,Network Team,Lab,Arista,7050X3-48C,Switch,2021-12-15,2022-01-16,2025-12-15
SFO-DC2-FIR-0200,SRL-71974923,SFO-DC2,Voice Core,Data Center Ops,Decommission Planned,Palo Alto Networks,PA-3220,Firewall,2023-05-26,2023-05-18,2028-05-26
DAL-DC2-SER-0201,SRL-977E77E6,DAL-DC2,ERP Core,Platform Engineering,Retiring,HPE,ProLiant DL380 Gen10,Server,2023-05-11,2023-05-06,2026-05-11
MEL-DR-STO-0202,SRL-721EE6D6,MEL-DR,Security Monitoring,Infra Ops,Decommission Planned,Dell,PowerStore 500,Storage,2021-03-23,2021-05-01,2025-03-23
AMS-HQ-STO-0203,SRL-68E29FA2,AMS-HQ,Online Payments,Data Center Ops,Lab,Dell,PowerStore 500,Storage,2021-05-21,2021-05-10,2024-05-21
DAL-DC2-SER-0204,SRL-CD62B1E5,DAL-DC2,IoT Gateway,Cloud Ops,RMA Pending,HPE,ProLiant DL380 Gen10,Server,2015-03-28,2015-05-27,2020-03-28
AMS-HQ-SWI-0205,SRL-7674E853,AMS-HQ,Online Payments,Security Team,In Service,Juniper,QFX5120-48Y,Switch,2020-06-13,2020-08-07,2023-06-13
TOR-DC1-FIR-0206,SRL-AC0C6E99,TOR-DC1,Customer Portal,Data Center Ops,Decommission Planned,Palo Alto Networks,PA-3220,Firewall,2020-08-25,2020-08-16,2025-08-25
SFO-DC2-FIR-0207,SRL-67F1BA82,SFO-DC2,Manufacturing SCADA,Infra Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2019-04-04,2019-04-17,2024-04-04
SFO-DC2-STO-0208,SRL-F3267B72,SFO-DC2,Voice Core,Cloud Ops,Decommission Planned,NetApp,AFF A400,Storage,2016-05-25,2016-06-10,2021-05-25
AMS-HQ-SER-0209,SRL-34C2263C,AMS-HQ,Analytics Platform,Cloud Ops,Lab,Lenovo,ThinkSystem SR650,Server,2018-02-05,2018-02-24,2022-02-05
SFO-DC2-FIR-0210,SRL-ADC8182E,SFO-DC2,Voice Core,Network Team,RMA Pending,Fortinet,FortiGate 100E,Firewall,2020-12-03,2021-02-23,2025-12-03
SGP-EDGE-SER-0211,SRL-02A781CD,SGP-EDGE,Security Monitoring,Security Team,RMA Pending,HPE,ProLiant DL380 Gen10,Server,2020-09-08,2020-09-05,2023-09-08
SFO-DC2-FIR-0212,SRL-A9017029,SFO-DC2,Analytics Platform,Platform Engineering,In Service,Palo Alto Networks,PA-3220,Firewall,2023-10-12,2023-12-21,2028-10-12
SFO-DC2-FIR-0213,SRL-9F363194,SFO-DC2,Retail POS,Network Team,In Service,Fortinet,FortiGate 200F,Firewall,2021-12-24,2022-02-07,2026-12-24
DAL-DC2-SER-0214,SRL-FB4F5997,DAL-DC2,Email & Collaboration,Cloud Ops,In Service,Dell,PowerEdge R650,Server,2020-11-03,2021-01-10,2024-11-03
FRA-DC3-STO-0215,SRL-EC1997DE,FRA-DC3,IoT Gateway,Security Team,Retiring,NetApp,FAS2750,Storage,2017-03-14,2017-05-28,2020-03-14
NYC-HQ-SER-0216,SRL-29BB3400,NYC-HQ,Manufacturing SCADA,Security Team,Lab,HPE,ProLiant DL380 Gen10,Server,2017-06-23,2017-07-03,2021-06-23
FRA-DC3-SWI-0217,SRL-50B4EC3B,FRA-DC3,Security Monitoring,Network Team,Lab,HPE,Aruba 8400,Switch,2023-05-05,2023-08-05,2027-05-05
TOR-DC1-SER-0218,SRL-49D4D759,TOR-DC1,Manufacturing SCADA,Network Team,Retiring,HPE,ProLiant DL380 Gen10,Server,2017-03-22,2017-05-23,2022-03-22
TOR-DC1-SWI-0219,SRL-B9558C82,TOR-DC1,IoT Gateway,Cloud Ops,In Service,Cisco,Catalyst 9300-48P,Switch,2016-01-21,2016-03-16,2020-01-21
LON-DC1-SWI-0220,SRL-330061AC,LON-DC1,Retail POS,Platform Engineering,Retiring,Cisco,Catalyst 9300-48P,Switch,2022-11-18,2022-12-07,2027-11-18
SGP-EDGE-FIR-0221,SRL-3DA6236E,SGP-EDGE,Voice Core,Security Team,RMA Pending,Palo Alto Networks,PA-5220,Firewall,2019-08-03,2019-08-20,2022-08-03
AMS-HQ-SWI-0222,SRL-BECFA13D,AMS-HQ,Email & Collaboration,Platform Engineering,Decommission Planned,HPE,Aruba 8400,Switch,2020-10-05,2020-11-25,2025-10-05
MEL-DR-FIR-0223,SRL-B76AEE64,MEL-DR,IoT Gateway,Platform Engineering,Spare,Palo Alto Networks,PA-3220,Firewall,2023-09-04,2023-10-24,2026-09-04
AMS-HQ-SWI-0224,SRL-E448B328,AMS-HQ,ERP Core,Infra Ops,Decommission Planned,Juniper,QFX5120-48Y,Switch,2017-02-02,2017-03-19,2021-02-02
TOR-DC1-FIR-0225,SRL-6EAD6CA3,TOR-DC1,Email & Collaboration,Security Team,Spare,Fortinet,FortiGate 100E,Firewall,2020-04-25,2020-05-25,2024-04-25
FRA-DC3-SER-0226,SRL-10224AE8,FRA-DC3,Voice Core,Platform Engineering,Lab,Lenovo,ThinkSystem SR650,Server,2015-02-13,2015-04-27,2019-02-13
LON-DC1-SWI-0227,SRL-95BFF975,LON-DC1,Analytics Platform,Cloud Ops,Lab,Cisco,Nexus 93180YC-FX3,Switch,2015-05-16,2015-07-14,2020-05-16
AMS-HQ-SER-0228,SRL-E54B4860,AMS-HQ,Security Monitoring,Cloud Ops,In Service,Dell,PowerEdge R740,Server,2021-03-09,2021-04-07,2025-03-09
MEL-DR-STO-0229,SRL-373E368A,MEL-DR,Online Payments,Platform Engineering,In Service,NetApp,FAS2750,Storage,2023-04-12,2023-06-04,2027-04-12
NYC-HQ-STO-0230,SRL-2B6AA299,NYC-HQ,Email & Collaboration,Cloud Ops,Decommission Planned,NetApp,AFF A400,Storage,2019-10-22,2019-12-22,2022-10-22
SFO-DC2-FIR-0231,SRL-F04BCC05,SFO-DC2,ERP Core,Platform Engineering,Lab,Fortinet,FortiGate 100E,Firewall,2023-06-25,2023-06-25,2026-06-25
TOR-DC1-SWI-0232,SRL-E434E2EA,TOR-DC1,Manufacturing SCADA,Platform Engineering,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2015-01-05,2015-02-27,2019-01-05
FRA-DC3-SER-0233,SRL-FF9DA941,FRA-DC3,Voice Core,Security Team,Retiring,Supermicro,SYS-220U-TNR,Server,2017-06-20,2017-07-12,2020-06-20
DAL-DC2-STO-0234,SRL-D32E3CF3,DAL-DC2,Retail POS,Data Center Ops,Lab,NetApp,FAS2750,Storage,2020-09-27,2020-11-14,2025-09-27
AMS-HQ-SWI-0235,SRL-ABF39E6B,AMS-HQ,Retail POS,Infra Ops,Decommission Planned,Cisco,Catalyst 9300-48P,Switch,2020-06-22,2020-06-18,2024-06-22
TOR-DC1-SWI-0236,SRL-4BC54C03,TOR-DC1,Security Monitoring,Data Center Ops,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2022-05-21,2022-07-17,2027-05-21
LON-DC1-SER-0237,SRL-F1A0E865,LON-DC1,Online Payments,Cloud Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2023-11-24,2024-01-25,2027-11-24
SFO-DC2-SER-0238,SRL-FE34A879,SFO-DC2,Analytics Platform,Network Team,Retiring,Dell,PowerEdge R740,Server,2018-01-15,2018-02-07,2022-01-15
SFO-DC2-SWI-0239,SRL-C9E09B31,SFO-DC2,Email & Collaboration,Data Center Ops,Spare,Arista,7050X3-48C,Switch,2023-10-16,2023-10-05,2028-10-16
SFO-DC2-FIR-0240,SRL-A28AFD3C,SFO-DC2,Manufacturing SCADA,Security Team,Retiring,Fortinet,FortiGate 100E,Firewall,2022-09-13,2022-10-05,2025-09-13
AMS-HQ-FIR-0241,SRL-A14BCF2A,AMS-HQ,Manufacturing SCADA,Infra Ops,Retiring,Palo Alto Networks,PA-3220,Firewall,2019-10-16,2019-11-20,2022-10-16
SGP-EDGE-FIR-0242,SRL-EA76FBB4,SGP-EDGE,Manufacturing SCADA,Infra Ops,Spare,Fortinet,FortiGate 200F,Firewall,2019-12-07,2020-02-19,2023-12-07
AMS-HQ-ROU-0243,SRL-9111DC5C,AMS-HQ,IoT Gateway,Cloud Ops,RMA Pending,Juniper,MX204,Router,2019-02-19,2019-04-10,2023-02-19
DAL-DC2-SWI-0244,SRL-6F155DD7,DAL-DC2,IoT Gateway,Security Team,Lab,Cisco,Nexus 93180YC-FX3,Switch,2019-12-03,2020-01-27,2023-12-03
SGP-EDGE-STO-0245,SRL-BA755C70,SGP-EDGE,Voice Core,Security Team,Spare,NetApp,AFF A400,Storage,2019-09-23,2019-10-09,2022-09-23
NYC-HQ-SWI-0246,SRL-D904A2B4,NYC-HQ,Retail POS,Data Center Ops,Retiring,Juniper,QFX5120-48Y,Switch,2018-01-22,2018-03-11,2021-01-22
LON-DC1-FIR-0247,SRL-EF2833E6,LON-DC1,Online Payments,Network Team,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2022-02-22,2022-02-21,2025-02-22
FRA-DC3-SER-0248,SRL-2144BF3B,FRA-DC3,Customer Portal,Platform Engineering,RMA Pending,Lenovo,ThinkSystem SR650,Server,2022-11-07,2022-12-23,2026-11-07
SGP-EDGE-STO-0249,SRL-F651E8FD,SGP-EDGE,Online Payments,Network Team,RMA Pending,NetApp,FAS2750,Storage,2018-09-24,2018-09-10,2021-09-24
DAL-DC2-SER-0250,SRL-08311E41,DAL-DC2,Customer Portal,Network Team,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2017-12-28,2018-01-17,2020-12-28
SYD-DC1-SER-0251,SRL-A31B9453,SYD-DC1,Security Monitoring,Cloud Ops,Retiring,Dell,PowerEdge R740,Server,2020-05-15,2020-07-06,2025-05-15
AMS-HQ-ROU-0252,SRL-6E5FC6ED,AMS-HQ,Customer Portal,Cloud Ops,Decommission Planned,Juniper,MX204,Router,2018-02-11,2018-03-11,2023-02-11
AMS-HQ-SWI-0253,SRL-2E5E7DC0,AMS-HQ,Security Monitoring,Data Center Ops,Spare,Cisco,Catalyst 9300-48P,Switch,2020-05-19,2020-06-23,2023-05-19
TOR-DC1-FIR-0254,SRL-4487F09B,TOR-DC1,Email & Collaboration,Platform Engineering,Retiring,Fortinet,FortiGate 100E,Firewall,2016-07-22,2016-07-16,2019-07-22
SFO-DC2-SWI-0255,SRL-74F6F069,SFO-DC2,Voice Core,Infra Ops,Spare,Cisco,Catalyst 9300-48P,Switch,2019-07-08,2019-09-15,2023-07-08
MEL-DR-STO-0256,SRL-A28BCD28,MEL-DR,Security Monitoring,Cloud Ops,RMA Pending,NetApp,FAS2750,Storage,2015-05-21,2015-06-19,2020-05-21
LON-DC1-SWI-0257,SRL-36C7575F,LON-DC1,Online Payments,Data Center Ops,In Service,Arista,7280R3-48YC6,Switch,2019-03-13,2019-05-27,2024-03-13
SGP-EDGE-FIR-0258,SRL-127A502F,SGP-EDGE,ERP Core,Data Center Ops,Lab,Palo Alto Networks,PA-3220,Firewall,2018-04-05,2018-06-16,2021-04-05
AMS-HQ-STO-0259,SRL-F97C2B65,AMS-HQ,Retail POS,Infra Ops,Decommission Planned,NetApp,AFF A400,Storage,2022-09-26,2022-10-05,2025-09-26
TOR-DC1-SER-0260,SRL-3DF0D058,TOR-DC1,ERP Core,Cloud Ops,Decommission Planned,Supermicro,SYS-220U-TNR,Server,2020-02-19,2020-02-15,2023-02-19
FRA-DC3-STO-0261,SRL-6DA24708,FRA-DC3,Manufacturing SCADA,Security Team,Retiring,NetApp,AFF A400,Storage,2017-03-11,2017-05-27,2021-03-11
NYC-HQ-SER-0262,SRL-37D9194D,NYC-HQ,Analytics Platform,Data Center Ops,Retiring,Lenovo,ThinkSystem SR650,Server,2016-09-15,2016-09-04,2020-09-15
SFO-DC2-STO-0263,SRL-50781021,SFO-DC2,Manufacturing SCADA,Platform Engineering,Decommission Planned,NetApp,FAS2750,Storage,2015-09-15,2015-10-06,2020-09-15
SYD-DC1-SWI-0264,SRL-EB5388E0,SYD-DC1,Email & Collaboration,Infra Ops,In Service,HPE,Aruba 8400,Switch,2016-01-14,2016-02-10,2021-01-14
NYC-HQ-SER-0265,SRL-560C23B5,NYC-HQ,Manufacturing SCADA,Network Team,In Service,Lenovo,ThinkSystem SR650,Server,2015-05-14,2015-06-17,2018-05-14
DAL-DC2-FIR-0266,SRL-45369340,DAL-DC2,IoT Gateway,Platform Engineering,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2021-02-22,2021-04-13,2024-02-22
MEL-DR-FIR-0267,SRL-2D993F15,MEL-DR,ERP Core,Security Team,Retiring,Palo Alto Networks,PA-5220,Firewall,2023-03-24,2023-04-04,2026-03-24
SYD-DC1-STO-0268,SRL-2B437D05,SYD-DC1,Security Monitoring,Platform Engineering,RMA Pending,NetApp,AFF A400,Storage,2021-09-13,2021-10-22,2024-09-13
AMS-HQ-SWI-0269,SRL-FA85E7CA,AMS-HQ,IoT Gateway,Security Team,Lab,HPE,Aruba 8400,Switch,2016-01-26,2016-03-01,2021-01-26
SYD-DC1-SER-0270,SRL-C3FE9F5C,SYD-DC1,Analytics Platform,Security Team,In Service,Dell,PowerEdge R740,Server,2015-08-20,2015-08-08,2018-08-20
SYD-DC1-STO-0271,SRL-8B651346,SYD-DC1,Email & Collaboration,Platform Engineering,Spare,NetApp,AFF A400,Storage,2018-01-05,2018-03-19,2022-01-05
LON-DC1-STO-0272,SRL-3386392F,LON-DC1,Retail POS,Infra Ops,Retiring,Dell,PowerStore 500,Storage,2020-04-10,2020-04-10,2025-04-10
FRA-DC3-ROU-0273,SRL-9D96C721,FRA-DC3,Analytics Platform,Platform Engineering,Lab,Juniper,MX204,Router,2015-09-19,2015-10-21,2020-09-19
DAL-DC2-FIR-0274,SRL-F34CB364,DAL-DC2,Manufacturing SCADA,Platform Engineering,In Service,Palo Alto Networks,PA-3220,Firewall,2021-09-11,2021-11-14,2025-09-11
SFO-DC2-STO-0275,SRL-80CB1EE7,SFO-DC2,Security Monitoring,Platform Engineering,Spare,NetApp,AFF A400,Storage,2022-04-28,2022-05-08,2026-04-28
SFO-DC2-SWI-0276,SRL-4BFCD90E,SFO-DC2,Voice Core,Network Team,Retiring,Arista,7050X3-48C,Switch,2021-09-17,2021-09-16,2025-09-17
LON-DC1-SWI-0277,SRL-23FB88DC,LON-DC1,Security Monitoring,Security Team,Lab,Cisco,Catalyst 9606R,Switch,2022-06-03,2022-08-21,2027-06-03
LON-DC1-STO-0278,SRL-D375FF0B,LON-DC1,Online Payments,Infra Ops,Decommission Planned,Dell,PowerStore 500,Storage,2015-02-07,2015-04-04,2020-02-07
FRA-DC3-FIR-0279,SRL-0720FCEC,FRA-DC3,Analytics Platform,Platform Engineering,Spare,Fortinet,FortiGate 100E,Firewall,2019-01-07,2019-02-11,2024-01-07
NYC-HQ-STO-0280,SRL-9D80700F,NYC-HQ,Voice Core,Security Team,RMA Pending,Dell,PowerStore 500,Storage,2018-07-08,2018-09-28,2022-07-08
SGP-EDGE-FIR-0281,SRL-261E24AB,SGP-EDGE,Email & Collaboration,Platform Engineering,Retiring,Palo Alto Networks,PA-3220,Firewall,2019-05-12,2019-07-27,2023-05-12
AMS-HQ-FIR-0282,SRL-3BD0C2E5,AMS-HQ,ERP Core,Data Center Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2018-06-11,2018-08-13,2021-06-11
TOR-DC1-SWI-0283,SRL-43E86A0E,TOR-DC1,Analytics Platform,Data Center Ops,Spare,Cisco,Catalyst 9300-48P,Switch,2019-09-19,2019-11-15,2024-09-19
DAL-DC2-FIR-0284,SRL-2A1B51AB,DAL-DC2,Security Monitoring,Security Team,Spare,Fortinet,FortiGate 100E,Firewall,2018-07-19,2018-08-02,2022-07-19
FRA-DC3-SER-0285,SRL-02F1A0E9,FRA-DC3,IoT Gateway,Infra Ops,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2022-03-24,2022-04-21,2025-03-24
SFO-DC2-STO-0286,SRL-BA972F2D,SFO-DC2,Manufacturing SCADA,Platform Engineering,Spare,NetApp,AFF A400,Storage,2015-09-02,2015-09-21,2020-09-02
SYD-DC1-SWI-0287,SRL-2073493B,SYD-DC1,Online Payments,Platform Engineering,Spare,Juniper,QFX5120-48Y,Switch,2016-12-05,2016-12-16,2019-12-05
FRA-DC3-STO-0288,SRL-7EDDADBB,FRA-DC3,Voice Core,Infra Ops,In Service,Dell,PowerStore 500,Storage,2022-11-16,2022-11-28,2025-11-16
FRA-DC3-SWI-0289,SRL-AC140927,FRA-DC3,Manufacturing SCADA,Platform Engineering,In Service,Cisco,Catalyst 9300-48P,Switch,2023-12-09,2024-02-27,2027-12-09
SYD-DC1-SWI-0290,SRL-435287F0,SYD-DC1,Manufacturing SCADA,Data Center Ops,RMA Pending,Arista,7050X3-48C,Switch,2017-02-04,2017-04-21,2020-02-04
LON-DC1-ROU-0291,SRL-D9A41639,LON-DC1,Analytics Platform,Cloud Ops,Retiring,Juniper,MX204,Router,2020-05-26,2020-07-26,2023-05-26
MEL-DR-SWI-0292,SRL-DE691511,MEL-DR,Email & Collaboration,Platform Engineering,Retiring,Juniper,QFX5120-48Y,Switch,2018-05-22,2018-05-14,2023-05-22
SYD-DC1-FIR-0293,SRL-6928AC2F,SYD-DC1,ERP Core,Platform Engineering,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2023-08-02,2023-08-13,2028-08-02
SFO-DC2-FIR-0294,SRL-6B86DE61,SFO-DC2,ERP Core,Platform Engineering,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2016-09-02,2016-10-11,2019-09-02
TOR-DC1-SWI-0295,SRL-447619EC,TOR-DC1,Voice Core,Infra Ops,In Service,Cisco,Catalyst 9606R,Switch,2019-09-19,2019-09-05,2022-09-19
MEL-DR-SER-0296,SRL-E26268CC,MEL-DR,Online Payments,Security Team,Retiring,Dell,PowerEdge R650,Server,2021-02-10,2021-03-10,2026-02-10
LON-DC1-STO-0297,SRL-3CC92158,LON-DC1,Retail POS,Platform Engineering,RMA Pending,NetApp,AFF A400,Storage,2020-07-25,2020-07-24,2025-07-25
NYC-HQ-SWI-0298,SRL-3E7FFB6D,NYC-HQ,Manufacturing SCADA,Data Center Ops,Lab,Cisco,Nexus 93180YC-FX3,Switch,2016-07-08,2016-07-27,2020-07-08
TOR-DC1-FIR-0299,SRL-D1AFCE88,TOR-DC1,Retail POS,Cloud Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2015-11-09,2016-01-16,2019-11-09
LON-DC1-SWI-0300,SRL-FF08FD6F,LON-DC1,IoT Gateway,Cloud Ops,Decommission Planned,Arista,7050X3-48C,Switch,2017-11-19,2017-12-19,2020-11-19
