vendor,model,category,end_of_sale,end_of_support,end_of_life,recommended_replacement,advisory_url
Supermicro,TEMPLATE-SUPERMICRO-Server-2228,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2229,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2230,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2231,Server,,,,,
HPE,TEMPLATE-HPE-Server-2232,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2233,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2234,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2235,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2236,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2237,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2238,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2239,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2240,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2241,Server,,,,,
HPE,TEMPLATE-HPE-Server-2242,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2243,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2244,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2245,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2246,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2247,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2248,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2249,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2250,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2251,Server,,,,,
HPE,TEMPLATE-HPE-Server-2252,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2253,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2254,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2255,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2256,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2257,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2258,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2259,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2260,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2261,Server,,,,,
HPE,TEMPLATE-HPE-Server-2262,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2263,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2264,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2265,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2266,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2267,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2268,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2269,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2270,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2271,Server,,,,,
HPE,TEMPLATE-HPE-Server-2272,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2273,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2274,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2275,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2276,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2277,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2278,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2279,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2280,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2281,Server,,,,,
HPE,TEMPLATE-HPE-Server-2282,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2283,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2284,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2285,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2286,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2287,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2288,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2289,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2290,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2291,Server,,,,,
HPE,TEMPLATE-HPE-Server-2292,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2293,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2294,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2295,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2296,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2297,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2298,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2299,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2300,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2301,Server,,,,,
HPE,TEMPLATE-HPE-Server-2302,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2303,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2304,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2305,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2306,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2307,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2308,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2309,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2310,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2311,Server,,,,,
HPE,TEMPLATE-HPE-Server-2312,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2313,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2314,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2315,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2316,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2317,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2318,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2319,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2320,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2321,Server,,,,,
HPE,TEMPLATE-HPE-Server-2322,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2323,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2324,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2325,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2326,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2327,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2328,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2329,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2330,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2331,Server,,,,,
HPE,TEMPLATE-HPE-Server-2332,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2333,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2334,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2335,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2336,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2337,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2338,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2339,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2340,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2341,Server,,,,,
HPE,TEMPLATE-HPE-Server-2342,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2343,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2344,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2345,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2346,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2347,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2348,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2349,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2350,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2351,Server,,,,,
HPE,TEMPLATE-HPE-Server-2352,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2353,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2354,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2355,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2356,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2357,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2358,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2359,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2360,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2361,Server,,,,,
HPE,TEMPLATE-HPE-Server-2362,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2363,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2364,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2365,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2366,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2367,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2368,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2369,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2370,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2371,Server,,,,,
HPE,TEMPLATE-HPE-Server-2372,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2373,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2374,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2375,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2376,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2377,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2378,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2379,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2380,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2381,Server,,,,,
HPE,TEMPLATE-HPE-Server-2382,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2383,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2384,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2385,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2386,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2387,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2388,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2389,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2390,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2391,Server,,,,,
HPE,TEMPLATE-HPE-Server-2392,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2393,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2394,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2395,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2396,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2397,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2398,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2399,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2400,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2401,Server,,,,,
HPE,TEMPLATE-HPE-Server-2402,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2403,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2404,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2405,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2406,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2407,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2408,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2409,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2410,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2411,Server,,,,,
HPE,TEMPLATE-HPE-Server-2412,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2413,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2414,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2415,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2416,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2417,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2418,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2419,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2420,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2421,Server,,,,,
HPE,TEMPLATE-HPE-Server-2422,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2423,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2424,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2425,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2426,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2427,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2428,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2429,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2430,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2431,Server,,,,,
HPE,TEMPLATE-HPE-Server-2432,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2433,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2434,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2435,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2436,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2437,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2438,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2439,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2440,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2441,Server,,,,,
HPE,TEMPLATE-HPE-Server-2442,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2443,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2444,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2445,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2446,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2447,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2448,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2449,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2450,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2451,Server,,,,,
HPE,TEMPLATE-HPE-Server-2452,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2453,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2454,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2455,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2456,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2457,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2458,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2459,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2460,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2461,Server,,,,,
HPE,TEMPLATE-HPE-Server-2462,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2463,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2464,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2465,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2466,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2467,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2468,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2469,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2470,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2471,Server,,,,,
HPE,TEMPLATE-HPE-Server-2472,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2473,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2474,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2475,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2476,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2477,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2478,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2479,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2480,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2481,Server,,,,,
HPE,TEMPLATE-HPE-Server-2482,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2483,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2484,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2485,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2486,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2487,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2488,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2489,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2490,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2491,Server,,,,,
HPE,TEMPLATE-HPE-Server-2492,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2493,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2494,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2495,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2496,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2497,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2498,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2499,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2500,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2501,Server,,,,,
HPE,TEMPLATE-HPE-Server-2502,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2503,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2504,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2505,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2506,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2507,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2508,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2509,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2510,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2511,Server,,,,,
HPE,TEMPLATE-HPE-Server-2512,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2513,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2514,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2515,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2516,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2517,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2518,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2519,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2520,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2521,Server,,,,,
HPE,TEMPLATE-HPE-Server-2522,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2523,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2524,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2525,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2526,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2527,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2528,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2529,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2530,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2531,Server,,,,,
HPE,TEMPLATE-HPE-Server-2532,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2533,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2534,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2535,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2536,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2537,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2538,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2539,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2540,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2541,Server,,,,,
HPE,TEMPLATE-HPE-Server-2542,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2543,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2544,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2545,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2546,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2547,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2548,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2549,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2550,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2551,Server,,,,,
HPE,TEMPLATE-HPE-Server-2552,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2553,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2554,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2555,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2556,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2557,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2558,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2559,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2560,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2561,Server,,,,,
HPE,TEMPLATE-HPE-Server-2562,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2563,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2564,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2565,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2566,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2567,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2568,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2569,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2570,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2571,Server,,,,,
HPE,TEMPLATE-HPE-Server-2572,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2573,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2574,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2575,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2576,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2577,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2578,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2579,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2580,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2581,Server,,,,,
HPE,TEMPLATE-HPE-Server-2582,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2583,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2584,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2585,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2586,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2587,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2588,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2589,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2590,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2591,Server,,,,,
HPE,TEMPLATE-HPE-Server-2592,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2593,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2594,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2595,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2596,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2597,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2598,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2599,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2600,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2601,Server,,,,,
HPE,TEMPLATE-HPE-Server-2602,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2603,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2604,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2605,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2606,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2607,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2608,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2609,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2610,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2611,Server,,,,,
HPE,TEMPLATE-HPE-Server-2612,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2613,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2614,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2615,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2616,Switch,,,,,
